84,iOS: Editable paging grid (Text)/ NO roundtrip,9,0,1,did not even get started,https://issues.appian.com/browse/IOS-635,4,1
85,DR: Editable paging grid (Text)/ NO roundtrip,9,0,1,Configuration problems delayed the unit test code. This/ coupled with the read only changes and read only grid bugs/ did not allow for any time to be spent on this item. ,https://issues.appian.com/browse/DR-590,2,2
86,Deliver process-based privilege escalation feature,10,100,0,,https://issues.appian.com/browse/AN-44723,26,5
87,Remove as many impediments to Continuous Release as possible by addressing some of the current customizations required by ...,10,100,1,,https://issues.appian.com/browse/AN-39487,26,4
88,AN-45434: Inefficient memory usage for large numbers of versions of same item in content,11,100,0,,https://issues.appian.com/browse/AN-45434,14,5
89,Report Definitions - REST API through to rdbms roundtrip,11,83,0,need the ticket to be closed,https://issues.appian.com/browse/AN-45572,13,5
90,Report Definitions List and Selection - prototype,11,100,1,the ticket needs to be closed,https://issues.appian.com/browse/AN-45573,10,5
91,Upgrade to Jenkins in the cloud,12,100,0,,https://issues.appian.com/browse/INFRA-115,22,5
92,Update Android SDK and maven for Android CI,12,100,0,,https://issues.appian.com/browse/INFRA-126,22,4
93,Make JBoss EAP a supported cloud site app server,12,100,0,,https://issues.appian.com/browse/INFRA-127,22,4
94,Git commit hook for android and blackbery,12,100,0,,https://issues.appian.com/browse/INFRA-128,22,8
95,Use in-VPC dynamic slaves instead of local physical ones,12,100,0,,https://issues.appian.com/browse/INFRA-129,22,4
96,iOS: Read-only paging grid (small),9,41,0,We still need to verify the final tickets and run acceptance once these are closed.,https://issues.appian.com/browse/IOS-606,4,1
97,File Upload Component,13,58,0,Two issues remain. Will be refactored to remove GWTUpload library and unnecessary features and improve reliability.,https://issues.appian.com/browse/AN-45290,15,8
98,Datetime Component (Mobile Parity) - Date Time,13,100,0,,https://issues.appian.com/browse/AN-45275,8,9
99,Sauce Labs - Get Paid Account/ Figure out if Performance is Better,13,66,0,Will require additional work from the infrastructure sprint. Work began late due to file upload taking longer than expected.,https://issues.appian.com/browse/AN-45289,15,1
100,Sauce Labs - Job Config,13,100,0,,https://issues.appian.com/browse/AN-45287,15,4
101,Sauce Labs - Matrix Jobs for Selenium Tests,13,58,0,Will require additional work from the infrastructure sprint. Work began late due to file upload taking longer than expected.,https://issues.appian.com/browse/AN-45288,15,4
102,Editable Paging Grid - new design-time component & runtime round-trip (non add/remove),13,100,0,I fixed the following issues: - Label not updating in the grid - Server exception seen by Raziel and Annelise - Columns were showing the column name where they should have showed the column type. - Setting a default value and saving it into a grid delta would break the grid.,https://issues.appian.com/browse/AN-45493,7,2
103,Paging Grid / Editable Paging Grid - Styling,13,100,0,,https://issues.appian.com/browse/AN-45632,7,8
104,Editable Paging Grid - Remove (round-trip only),13,75,1,,,9,3
105,show actions that are not mobile-enabled,13,100,0,,https://issues.appian.com/browse/AN-45638,7,6
106,figure out how to fix the double-scrollbar issue,13,100,0,As soon as this is approved/ I'll generate the merge request.  Would be good if the text inputs above would be textareas.,,7,3
107,Editable Paging Grid - Edit (round-trip only),13,83,0,,,9,4
108,Forms Saving--round-trip,13,0,1,Not started due to file upload taking longer than expected.,,15,1
109,Activity Chaining (Mobile Parity)--round-trip,13,0,1,Won't get done/ I was not able to get to it. I spent extra time in extending the test coverage for the date&time component.,,8,2
110,Editable Paging Grid: Server-side run-time improvements,13,0,1,,,7,1
121,New Record Object Backend - REST CRUD API,15,16,1,This was a stretch and only about half the subtasks were completed.,https://issues.appian.com/browse/AN-45457,17,0
122,List View Atom feed & GWT UI (WITH facets),15,0,1,1) This item was a stretch. 2) I underestimated the work for XSD choice groups. 3) I underallocated time for reviews. 4) I took an unplanned indie time to prototype things needed by stephanie,https://issues.appian.com/browse/AN-45477,20,1
123,Facets - Time (entity only) - internal java api for returning filtered listview and list of facets,15,100,1,,https://issues.appian.com/browse/AN-45485,18,5
124,Make primary data source required,15,100,0,,,17,9
125,Error handling refactoring,15,100,0,,,18,4
126,Listview Refactoring,15,0,0,,,20,1
127,Listview atom feed & GWT UI (withOUT facets),15,0,0,,,20,2
128,Update IX command line tool to use a REST web API,15,8,1,,,17,1
129,Row-level security Java API,15,100,0,I removed the fix version from the old tickets (they're not applicable until we re-introduce the Modify Record Security node).  I don't think that the failures in the CI oracle job are related to functional changes/ I see similar breaks intermittently on master CI with \Socket read timed out\ . ,,19,8
130,Query: apply row-level security at runtime (on root entity only),15,83,1,The code for this is ready/ but still needs review.  I was waiting for Nikita to finish my previous code review before giving him another.,,19,2
131,DR: Read-only paging grid (small),16,100,0,,https://issues.appian.com/browse/DR-583,2,5
132,BB: Image Component enhancements,,8,0,Code for SOW9 hasn't been pushed yet. On our side/ we still need to update the existing test plans to add these enhancements,https://issues.appian.com/browse/BB-242,4,3
133,BB: Link Component enhancements,,16,0,Code for SOW9 hasn't been pushed yet. On our side/ we still need to update the existing test plans to add these enhancements,https://issues.appian.com/browse/BB-244,4,3
134,iOS: Editable paging grid (Text)/ NO roundtrip,16,66,0,Missing two tickets (bugs) totally related to UI. 1. Selection counter not updated after deleting rows 2. 'Delete' dialog is not hidden when user clicks 'Back' on details view,https://issues.appian.com/browse/IOS-635,4,4
135,DR: Editable paging grid (Text)/ NO roundtrip,16,100,0,,https://issues.appian.com/browse/DR-590,2,8
136,iOS: Read-only paging grid (small),16,100,0,Ready to be merged after showing it to Bob,https://issues.appian.com/browse/IOS-667,4,3
137,BB: Mobile Forms - Grid - Small (Read Only)   (Old Paging Grid API),,0,1,,https://issues.appian.com/browse/BB-252,4,2
138,get zucchini working in ci on minis reliably/ then decide how to get automated tests working reliably,16,100,0,,https://issues.appian.com/browse/IOS-670,4,4
139,test with ios 5.1 beta,16,100,0,Everything worked properly while doing acceptance testing on iOS 5.1 Beta 3,https://issues.appian.com/browse/IOS-669,4,3
140,DR: Fix crashes,16,0,0,,https://issues.appian.com/browse/DR-607,2,2
141,DR: Update testing infrastructure to latest version,16,100,1,,https://issues.appian.com/browse/DR-611,4,5
142,iOS: Prototype/decide on new Request library and approach to integration,16,83,1,Kevin already sent the information about this in a pull request/ it still needs to be reviewed by Dan/ David and Ali.  https://github.com/kevinbarrett/ios/pull/4,https://issues.appian.com/browse/IOS-671,4,5
143,Report Definitions - REST API through to rdbms roundtrip,17,100,0,,https://issues.appian.com/browse/AN-45572,13,3
144,Execute Report Expression function round-trip,17,58,1,,https://issues.appian.com/browse/AN-45700,13,3
145,Common Query Library,17,100,0,,https://issues.appian.com/browse/AN-45695,13,6
146,Runtime Grid UI without process context (round-trip only),17,16,0,Several days behind largely due to RRT issues.,https://issues.appian.com/browse/AN-45713,14,3
147,Figure out how QR can return data that does not match the entity type,17,100,0,,,10,3
148,Implement Projection,17,25,1,,https://issues.appian.com/browse/AN-45708,10,3
149,File Upload Component,18,100,0,,https://issues.appian.com/browse/AN-45290,15,6
150,Sauce Labs - Get Paid Account/ Figure out if Performance is Better,18,66,0,Will require additional work from the infrastructure sprint. Work began late due to file upload taking longer than expected.,https://issues.appian.com/browse/AN-45288,15,2
151,Sauce Labs - Matrix Jobs for Selenium Tests,18,66,0,Many more than expected IE/chrome issues. Final chrome issue is isolated/ fully green test run and signoff expected today.,https://issues.appian.com/browse/AN-45288,15,3
152,Editable Paging Grid - Remove (round-trip only),18,100,0,,https://issues.appian.com/browse/AN-45656,9,4
153,Editable Paging Grid - Edit (round-trip only),18,100,0,,https://issues.appian.com/browse/AN-45658,9,4
154,Forms Saving--round-trip,18,0,0,Not started due to file upload taking longer than expected.,,15,2
155,Activity Chaining (Mobile Parity)--round-trip,18,100,0,,https://issues.appian.com/browse/AN-45644,8,6
156,Editable Paging Grid: Server-side run-time improvements,18,0,0,,,7,2
157,Refactoring the Date and Time components,18,100,0,,https://issues.appian.com/browse/AN-45775,8,4
158,Fix instability in automated webdriver tests,18,100,0,,https://issues.appian.com/browse/AN-45776,15,3
159,Paging Grid: Grid will not render on start form,18,100,0,This was already merged to master.,https://issues.appian.com/browse/AN-45756,15,3
160,Paging Grid: Cannot save into a single field from CDT,18,100,0,This is the pull request  https://github.com/appian/ae/pull/237,https://issues.appian.com/browse/AN-45605,7,6
161,Grid: Special characters are escaped,18,100,0,,https://issues.appian.com/browse/AN-45556,15,3
162,GWT Forms: Confirmation message when clicking submit buttons,18,100,0,,https://issues.appian.com/browse/AN-45784,9,5
163,GWT Forms: submission button values not saved,18,100,0,,https://issues.appian.com/browse/AN-43392,9,4
164,Activity chaining to start forms from user input tasks causes error alert,18,100,1,This fix is within the activity chaining feature. When we merge activity chaining we will have the fix for this one.,https://issues.appian.com/browse/AN-45236,7,5
165,Editable Paging Grid - Add (runtime only),18,75,1,,https://issues.appian.com/browse/AN-45785,9,6
166,New Record Object Backend - REST CRUD API,19,16,1,,https://issues.appian.com/browse/AN-45457,18,3
167,Listview Refactoring,19,0,1,,https://issues.appian.com/browse/AN-45457,18,3
168,Listview atom feed (withOUT facets),19,0,1,,https://issues.appian.com/browse/AN-45457,18,3
169,Record data security initial roundtrip (on root entity only),19,100,0,,https://issues.appian.com/browse/AN-45679,19,8
170,AN-45768: Fix CI failures due to running out of DB connections,19,100,0,There is a separate sprint delivery checklist for AN-45799. I won't send the merge to Adam until that's verified and you've approved the checklist. This item is done though.,https://issues.appian.com/browse/AN-45768,18,8
171,Tempo Comments Search,19,100,0,,https://issues.appian.com/browse/AN-45797,26,10
172,Record data security initial NFT (mysql only),19,100,0,,https://issues.appian.com/browse/AN-45805,19,7
173,iOS: Editable paging grid (Text)/ NO roundtrip,20,100,0,All remaining tickets have been closed and verified.,https://issues.appian.com/browse/IOS-635,4,3
174,DR: Fix crashes,20,100,0,waiting on Meghan to close the documentation ticket (DR-644),https://issues.appian.com/browse/DR-607,2,4
175,iOS: Prototype/decide on new Request library and approach to integration,20,100,0,Dan/ Kevin and David already took a look at it. Everybody is on the same page now  https://github.com/kevinbarrett/ios/pull/4,https://issues.appian.com/browse/IOS-671,4,2
176,iOS: Encryption Enhancements,20,100,0,,https://issues.appian.com/browse/IOS-715,4,4
177,iOS: Add more languages,,0,0,,https://issues.appian.com/browse/IOS-677,4,2
178,iOS: Mobile Forms - Image Component Enhancements,20,100,0,,https://issues.appian.com/browse/IOS-700,4,4
179,iOS: Mobile Forms - Link Component Enhancements,20,75,0,IOS-739  is still open,https://issues.appian.com/browse/IOS-705,4,6
180,iOS: Increase timeout to 60s,20,100,0,Kevin is doing the pull request right now.,https://issues.appian.com/browse/IOS-672,4,4
181,iOS: Release 1.2.5,,0,0,,https://issues.appian.com/browse/IOS-711,4,2
182,iOS: Avineon Branding,20,100,1,Kevin already coordinated with Sunny on this application. The app is currently on the Appstore,https://issues.appian.com/browse/IOS-699,4,5
183,DR: Implement PIN Protection,20,100,0,,https://issues.appian.com/browse/DR-629,2,8
184,DR: Increase timeout to 60s,20,100,0,,https://issues.appian.com/browse/DR-637,2,5
185,DR: Encryption Enhancements,20,100,0,,https://issues.appian.com/browse/DR-638,2,5
186,DR: Image Component Resizing (Server Side),20,0,0,Proper test plan and testing missing. ,https://issues.appian.com/browse/DR-639,2,2
187,DR: Add more languages,,0,1,,,2,1
188,BB: Add more languages,,0,0,,https://issues.appian.com/browse/BB-256,4,2
189,BB: Mobile Forms - Image Component Enhancements,,0,0,From Rodrigo: still one issue open and they will come back on Monday with some options on how to fix it.,https://issues.appian.com/browse/BB-242,4,4
190,BB: Mobile Forms - Link Component Enhancements,20,83,0,BB-267 is the ticket pending as an enhancement on big screens. We failed verification,https://issues.appian.com/browse/BB-244,4,5
191,BB: Release 1.2.3,,0,1,,https://issues.appian.com/browse/BB-258,4,2
192,Nexus upgrade and migration to the cloud,21,100,0,,https://issues.appian.com/browse/INFRA-134,22,5
193,Migrate subversion maven repos into Nexus,21,100,0,,https://issues.appian.com/browse/INFRA-135,22,4
194,Remove dependency on qalin7 and keep everything working,21,100,0,,https://issues.appian.com/browse/INFRA-136,22,5
195,Update AWS certs and keys,21,100,0,,https://issues.appian.com/browse/INFRA-137,22,4
196,Use EBS backups for Nexus and Jenkins,21,100,0,,https://issues.appian.com/browse/INFRA-139,22,4
197,Address CI proxy error,21,100,0,,https://issues.appian.com/browse/INFRA-140,22,5
198,Implement robustness improvements to CI app,21,100,1,,https://issues.appian.com/browse/INFRA-141,22,5
199,Execute Report Expression function,22,58,0,,https://issues.appian.com/browse/AN-45843,13,5
200,Runtime Report UI with paging & sorting,22,16,0,Several days behind largely due to RRT issues.,https://issues.appian.com/browse/AN-45830,14,3
201,RDBMS Projection,22,100,0,,https://issues.appian.com/browse/AN-45708,10,7
202,Merge Report Def CRUD REST API to records branch,22,91,0,Won't get done. There was a miss communication with the records team. They were trying to merge with master before we merge into records branch as it was planed,,13,4
203,Grouping & Aggregation (without NFT/ without test framework),22,0,1,Implementing projection was more involved than expected since Hibernate does not support projections of lists.,https://issues.appian.com/browse/AN-45851,10,2
204,Detailed Gap analysis between unified reports and analytics reports,22,100,0,,https://issues.appian.com/browse/AN-45858,21,5
205,References to users in the database and audit info for Tempo Feeds,19,100,0,,https://issues.appian.com/browse/AN-45799,18,5
216,New Tempo Layout,24,75,0,Rodrigo when doing verifications of the last tickets/ found a new blocker issue. I already fixed the issue last night but I didn't get to write unit tests for it. I'd like to quickly write tests and have it code reviewed by Raziel to ensure I'm not missing any other scenario. That's the only missing thing right now for TempoLayout.,https://issues.appian.com/browse/AN-45932,7,7
217,Required/Multiple missing on new ACPs,24,100,0,This has already been merged to master,https://issues.appian.com/browse/AN-45906,7,5
218,Groundwork for Form Saving,24,100,0,For next sprint: Webdriver tests Why did we skip acceptance: Rodrigo and I anticipated the feature is going to change once tempo layout gets into master. We are going to run acceptance until then.,https://issues.appian.com/browse/AN-45911,8,8
219,User Profile Page,24,0,0,Ran out of time.,https://issues.appian.com/browse/AN-45933,7,4
220,Groundwork for Editable Grid,24,100,0,,https://issues.appian.com/browse/AN-45931,9,6
221,User Settings API,24,0,0,Not started this sprint due to not finishing AN-45933.,https://issues.appian.com/browse/AN-45934,15,4
222,Move Legacy User Settings in UI,24,0,1,Not started this sprint due to not finishing AN-45933.,https://issues.appian.com/browse/AN-45935,15,4
223,Investigate errors when navigating across Appian versions,24,0,1,This was not even started. Delays with webdriver tests prevented me from taking care of this task,https://issues.appian.com/browse/AN-45206,8,4
224,Records List View with Sort,24,100,0,,https://issues.appian.com/browse/AN-45936,9,8
225,Sauce Labs - Matrix Jobs for Selenium Tests,24,100,0,Please notify me when this merges. It will require updating the appian_master-webdriver job's seleniumBrowser property from 'firefox' to 'firefox-local'.,https://issues.appian.com/browse/AN-45288,15,4
226,Add whitelist csv to branch,25,100,0,,https://issues.appian.com/browse/AN-45535,21,3
227,Record definition persistence,25,100,0,,https://issues.appian.com/browse/AN-45457,18,3
228,Record definition IX,25,16,0,,https://issues.appian.com/browse/AN-45894,26,5
229,Fix bug: JBoss runs out of heap space,25,100,0,Ticket has been submitted to Teneo bugzilla  https://bugs.eclipse.org/bugs/show_bug.cgi?id=372869,https://issues.appian.com/browse/AN-44575,19,7
230,Implement basic performance fixes for secure reads,25,100,1,,,19,4
231,Record definition REST API,25,100,0,,https://issues.appian.com/browse/AN-45457,18,5
232,Listview Refactoring (included in Record list view Atom feed server-side),25,100,0,I think this item was actually the refactoring that Valdis/Antonio worked on and is already in master.,https://issues.appian.com/browse/AN-45672,18,7
233,Record list view Atom feed server-side,25,100,0,this won't merge.  we will hand it off to raziel/ while we will then do more NFT.,https://issues.appian.com/browse/AN-45672,18,9
234,ActivityChaining: Action with no start form chaining to non-mobile enabled task,24,100,0,,https://issues.appian.com/browse/AN-45938,7,5
235,iOS: Tech debt: wiping and reconfiguring minis,26,100,0,,,4,3
236,iOS: Release 1.2.5,26,100,0,App has been submitted to iTunes and waiting for approval,,4,4
237,iOS: Load/unload form resources based on elements on screen (IOS-736),26,100,0,FYI. There was no Pull Request for the Code Review/ isolated commits were reviewed by David Montemayor/ Dan and myself.,,4,3
238,iOS: New Tab View Layout (iPhone),26,100,0,There are three commits for the main ticket/branch/ and there is a bug overall related to tasks. Ali/ if you agree we can mark this commit as done and just the last one as 'Pending' and the only one 'mergeable'/ if not.. feel free to reject Pending ticket: https://issues.appian.com/browse/IOS-775,,4,5
239,iOS: Move Search to top of News Feed  (iPhone),26,100,0,There are three commits for the main ticket/branch/ and there is a bug overall related to tasks. Ali/ if you agree we can mark this commit as done and just the last one as 'Pending' and the only one 'mergeable'/ if not.. feel free to reject Pending ticket: https://issues.appian.com/browse/IOS-775  As for this ticket/ search was properly moved to the bottom,,4,4
240,iOS: Separate Tasks to their own View (iPhone),26,100,1,All tickets have been closed. Bob already signed-off,,4,5
241,DR: Image Component Enhancements,26,100,0,,,2,3
242,DR: Link Component Enhancements,26,100,0,,,2,3
243,DR: Additional Encryption enhancement,26,100,0,,,2,3
244,DR: ap.version issue (DR-651),26,100,0,,,2,3
245,DR: Release 1.2.1,26,100,1,Pushed to Android Market today,,4,3
246,DR: Fragment Library Refactoring,26,0,0,Reasons for not getting done: a) other commits took longer that budgeted for. b) other refactoring was needed before proceeding with this ,,2,1
247,BB: Image Component Enhancements (client-side),26,0,1,,,4,2
248,BB: Investigate 3G issues (BB-268),26,0,1,,,4,3
249,iOS: Mobile Forms - Link Component Enhancements,26,100,0,Everything is ready,https://issues.appian.com/browse/IOS-705,4,2
250,DR: Image Component Resizing (Server Side),26,100,0,,https://issues.appian.com/browse/DR-639,2,3
251,BB: Mobile Forms - Link Component Enhancements,26,100,0,,https://issues.appian.com/browse/BB-244,4,4
252,All Notifications Routed Through Java,27,100,0,,,14,7
253,Notifications Spec,27,100,0,,,29,8
254,AN-45868: WSDL consumption fails for anonymous data type,28,100,0,,https://issues.appian.com/browse/AN-45868,10,5
255,Merge Projection to Master,28,100,0,,https://issues.appian.com/browse/AN-46004,10,3
256,Unified Reports Testing Framework (grouping & projection only),28,0,1,,https://issues.appian.com/browse/AN-46005,13,3
257,Execute Report Expression function,28,83,0,,https://issues.appian.com/browse/AN-45996,13,5
258,Merge Report Def CRUD REST API and Report Execution Expression to master,28,91,1,Won't get done. There was a miss communication with the records team. They were trying to merge with master before we merge into records branch as it was planed,https://issues.appian.com/browse/AN-46002,13,3
259,Grouping (with a single aggregation function) for simple fields (no NFT),28,0,1,Implementing projection was more involved than expected since Hibernate does not support projections of lists.,https://issues.appian.com/browse/AN-46015,10,3
260,Use in-VPC Windows slaves instead of local virtual ones and run SQL Server in the cloud,29,100,0,,https://issues.appian.com/browse/INFRA-153,22,5
261,Enable Dan's new maven project,29,100,0,,https://issues.appian.com/browse/INFRA-157,22,4
262,Update CI app for changes in test jobs,29,100,0,,https://issues.appian.com/browse/INFRA-160,22,4
263,Have long-running jobs run periodically instead of downstream,29,100,0,,https://issues.appian.com/browse/INFRA-163,22,4
264,Update slave AMI to current OS,29,100,0,,https://issues.appian.com/browse/INFRA-165,22,4
265,Prune unused local CI slaves,29,100,0,,https://issues.appian.com/browse/INFRA-168,22,3
266,Automatically create fixVersions in JIRA every time a branch is pushed to GitHub,29,0,0,,https://issues.appian.com/browse/INFRA-169,22,2
267,Get DB2 onto each CI slave,29,40,1,,https://issues.appian.com/browse/INFRA-170,22,2
268,Unsubscribing from a feed causes an error,30,100,0,,https://issues.appian.com/browse/AN-46079,9,5
269,DataType designer is broken,30,100,0,,https://issues.appian.com/browse/AN-46071,7,7
270,Tempo feed retrieval is 4x slower in 6.6.2,30,100,0,,https://issues.appian.com/browse/AN-46025,7,5
